controller,time_s,x_m,y_m,speed_mps,yaw_rad,accel_command_mps2,steer_command_rad,speed_command_mps,cross_track_error_m,heading_error_rad,controller_update_ms,controller_iterations,controller_status,progress_m,lap_count,collision
Pure Pursuit,16.809999999999828,-39.91365329109354,-12.72927750721461,6.000987437448791,6.892799744943586,1.1590276255120902,0.0205457054391167,6.1168902,0.12536613756424986,0.10062047927027695,0.056300000000231165,0,not_applicable,106.3718273,0,0
Pure Pursuit,16.909999999999844,-39.40758816567318,-12.402494619666271,6.045684354288882,6.938314740915854,1.6006414571111804,0.011312518508306292,6.2057485,0.10356049796654587,0.09769315904231313,0.05730000000037094,0,not_applicable,106.9716684,0,0
Pure Pursuit,17.00999999999986,-38.914750198772126,-12.046675447480329,6.107411733796069,6.954097974010003,2.006586662039309,0.012920533879316284,6.3080704,0.08148655429976522,0.0700160423845384,0.06940000000010826,0,not_applicable,107.5715096,0,0
Pure Pursuit,17.109999999999875,-38.427759064444345,-11.67124754273277,6.184794045650784,6.970216460117198,2.375107543492163,0.014268439036660556,6.4223048,0.07290520214614345,0.04756558773503183,0.06470000000025067,0,not_applicable,108.1713507,0,0
Pure Pursuit,17.20999999999989,-37.942755371206005,-11.279562581005013,6.276388052576059,6.988772413037926,2.7117674742394104,0.015331931422809076,6.5475648,0.08395127619058228,0.03237565619724592,0.06550000000027367,0,not_applicable,108.7711918,0,0
Pure Pursuit,17.309999999999906,-37.4581718026421,-10.87186498359214,6.380965064044778,7.008214600104862,3.501633359552221,0.01655742534007894,6.7311284,0.09931855278272098,0.014248049279844466,0.060200000000065756,0,not_applicable,109.57098,0,0
Pure Pursuit,17.409999999999922,-36.97249358448604,-10.446858235649092,6.516002583109296,7.027321256338676,3.652934168907036,0.017837030671572912,6.881296,0.05973942635038524,0.01070640756654928,0.05499999999969418,0,not_applicable,110.1708211,0,0
Pure Pursuit,17.509999999999938,-36.484736097476414,-10.003423056853073,6.65687488949442,7.046239656005438,3.8573481050558023,0.014042275926227228,7.0426097,0.039146462188567537,0.011697034794392991,0.060700000000135645,0,not_applicable,110.7706623,0,0
Pure Pursuit,17.609999999999953,-35.99477874677997,-9.541007258827223,6.805630245863759,7.065127544009616,4.100783541362407,0.010936609231806562,7.2157086,0.09251656590497102,0.01736695102834851,0.1281999999998007,0,not_applicable,111.3705034,0,0
Pure Pursuit,17.70999999999997,-35.50245574373008,-9.058857976608117,6.963773483257692,7.083874928300066,5.02581916742308,0.0031451343919312665,7.4663554,0.04614317570320189,0.025809392046157065,0.07220000000041082,0,not_applicable,112.1702916,0,0
Pure Pursuit,17.809999999999985,-35.00655984036116,-8.555169354199844,7.157589934595846,7.101812513025887,5.130535654041539,-0.013497233467999225,7.6706435,0.08318034556006063,0.04150657719619488,0.06299999999992423,0,not_applicable,112.7701327,0,0
Pure Pursuit,17.91,-34.50424031056101,-8.030389888966159,7.355444688379211,7.099332599113318,5.618871116207895,-0.02532297455640141,7.9173318,0.006003033619534034,0.04336009050860756,0.06600000000034356,0,not_applicable,113.5699209,0,0
Pure Pursuit,18.010000000000016,-33.98714594030792,-7.490957464641486,7.5721316848650515,7.073513794173378,4.278683151349485,-0.035376486134245946,8.0,0.05473181011077132,0.030251897034841768,0.06580000000022679,0,not_applicable,114.3697091,0,0
Pure Pursuit,18.11000000000003,-33.448654031608115,-6.946033996736199,7.737135469754533,7.03352111881462,2.6286453024546663,-0.039148777671086675,8.0,0.10057209200943774,0.011364337987348705,0.058500000000183405,0,not_applicable,115.1694972,0,0
Pure Pursuit,18.210000000000047,-32.88231214590575,-6.410968566857039,7.838506945204913,6.963895604650444,1.614930547950868,-0.029064617064688766,8.0,0.12332765250472641,0.03690846173200857,0.05469999999974107,0,not_applicable,115.7693384,0,0
Pure Pursuit,18.310000000000063,-32.28474099616648,-5.898627731481917,7.900785371374772,6.908453359391061,0.9921462862522823,-0.025871699164491963,8.0,0.11876669844004656,0.056497059547441,0.05060000000023379,0,not_applicable,116.5691265,0,0
Pure Pursuit,18.41000000000008,-31.661258249103238,-5.410075586855527,7.939046650979931,6.887115702149272,0.6095334902006933,-0.0426728101388952,8.0,0.11666624044759052,0.03350996039312282,0.052399999999952485,0,not_applicable,117.3689147,0,0
Pure Pursuit,18.510000000000094,-31.018055153527968,-4.942618728574105,7.962552792786269,6.850366512186249,0.3744720721373085,-0.059286866059144974,8.0,0.1255723698683322,0.017415223825463677,0.05640000000006751,0,not_applicable,118.1687029,0,0
Pure Pursuit,18.61000000000011,-30.35341817546987,-4.502863061105367,7.976993990475464,6.7755063856754525,0.23006009524536353,-0.06479655729164281,8.0,0.14633703792876948,0.030787284383172242,0.057299999999926854,0,not_applicable,118.9684911,0,0
Pure Pursuit,18.710000000000125,-29.66198525572374,-4.104481740901561,7.985866062822197,6.672654541295751,0.1413393717780309,-0.06138457184192603,8.0,0.17198116762348128,0.06327648193040591,0.0560999999996703,0,not_applicable,119.7682792,0,0
Pure Pursuit,18.81000000000014,-28.93902091770957,-3.765195938778213,7.991316695755818,6.562913925774381,0.08683304244182288,-0.06953802144373757,8.0,0.1913866380106353,0.09408290752726689,0.06739999999982871,0,not_applicable,120.5680674,0,0
Pure Pursuit,18.910000000000156,-28.187363301520737,-3.4942817098962706,7.994665338352045,6.4621279286906805,0.05334661647954597,-0.061403571549114654,8.0,0.2026393938570819,0.11088409096329599,0.08199999999991547,0,not_applicable,121.3678556,0,0
Pure Pursuit,19.010000000000172,-27.41219809577672,-3.2995268759194625,7.996722605347243,6.357877957578248,0.03277394652757337,-0.04235885236234392,8.0,0.2000240749495905,0.13560301513126927,0.0682000000002958,0,not_applicable,122.1676438,0,0
Pure Pursuit,19.110000000000188,-26.621831869093313,-3.179247526422378,7.997986504783476,6.282814951675309,0.020134952165236086,-0.029680293671935646,8.0,0.1825249706887965,0.13745424346956803,0.08030000000003312,0,not_applicable,122.9674319,0,0
Pure Pursuit,19.210000000000203,-25.82400048208396,-3.1251465196857104,7.998762992127436,6.229613510145118,0.012370078725636446,-0.02157889086436141,8.0,0.15519360567435989,0.12321525922237608,0.06220000000034531,0,not_applicable,123.7672201,0,0
